Name,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
Jordan Spence,22,0,56,1,18,19,6,4,876,775,100,1,1,0,0,0,0,14,4,0,5,0,15,4,0,5,0,21.1,0.073,1.320,1.393,0.083,1.161,1.244,0.000,2.562,2.562,0.018,0.321,0.339,65,1.5,52,47,0,0,0.00
Bobby McMann,27,1,42,10,8,18,38,7,652,619,19,13,9,1,0,0,0,8,0,0,1,0,17,1,0,1,0,5.6,1.314,1.051,2.365,1.245,1.106,2.351,4.478,0.000,4.478,0.238,0.190,0.429,88,11.4,91,17,5,2,71.43
Brett Leason,24,1,53,10,8,18,12,-8,787,644,6,135,8,0,2,0,0,8,0,0,0,0,16,0,2,0,0,0.0,0.863,0.690,1.553,0.843,0.843,1.685,0.000,0.000,0.000,0.189,0.151,0.340,74,13.5,55,50,11,19,36.67
Michael McCarron,28,1,56,9,9,18,93,3,750,674,3,72,9,0,0,1,0,9,0,0,2,0,18,0,0,3,0,0.0,0.771,0.771,1.542,0.858,0.858,1.715,0.000,0.000,0.000,0.161,0.161,0.321,67,13.4,112,37,264,242,52.17
Josh Anderson,29,1,63,8,10,18,68,-16,946,821,121,4,8,0,0,0,0,8,2,0,2,0,16,2,0,2,0,11.1,0.483,0.603,1.086,0.556,0.556,1.113,0.000,0.943,0.943,0.127,0.159,0.286,120,6.7,138,31,14,15,48.28
Brenden Dillon,33,0,62,7,11,18,81,19,1116,973,8,135,7,0,0,2,0,11,0,0,3,0,18,0,0,5,0,0.0,0.364,0.572,0.936,0.418,0.656,1.074,0.000,0.000,0.000,0.113,0.177,0.290,63,11.1,193,85,0,0,0.00
Jesper Fast,32,1,64,6,12,18,14,4,765,695,6,64,6,0,0,0,0,12,0,0,4,0,18,0,0,4,0,0.0,0.441,0.881,1.322,0.486,0.971,1.457,0.000,0.000,0.000,0.094,0.188,0.281,67,9.0,70,21,7,8,46.67
Beck Malenstyn,25,1,65,6,12,18,23,4,852,686,1,164,6,0,0,1,0,11,0,1,3,0,17,0,1,4,0,0.0,0.390,0.779,1.169,0.484,0.887,1.371,0.000,0.000,0.000,0.092,0.185,0.277,82,7.3,189,77,21,26,44.68
Yegor Zamula,23,0,55,5,13,18,28,8,940,846,86,7,3,2,0,1,0,7,5,1,1,1,10,7,1,2,1,38.9,0.348,0.905,1.253,0.232,0.541,0.773,1.509,3.772,5.281,0.091,0.236,0.327,51,9.8,28,61,0,0,0.00
Adam Larsson,31,0,66,4,14,18,36,10,1389,1202,10,177,4,0,0,1,0,13,0,1,3,0,17,0,1,4,0,0.0,0.157,0.549,0.706,0.181,0.590,0.771,0.000,0.000,0.000,0.061,0.212,0.273,102,3.9,141,134,0,0,0.00
Simon Nemec,19,0,45,3,15,18,18,0,1199,1074,78,46,3,0,0,1,0,13,2,0,0,0,16,2,0,1,0,11.1,0.200,1.000,1.200,0.223,0.968,1.192,0.000,2.028,2.028,0.067,0.333,0.400,60,5.0,18,80,0,0,0.00
Jeff Petry,36,0,58,2,16,18,30,-6,1132,1013,16,103,2,0,0,0,0,15,0,1,3,0,17,0,1,3,0,0.0,0.110,0.877,0.987,0.123,0.919,1.041,0.000,0.000,0.000,0.034,0.276,0.310,66,3.0,110,112,0,0,0.00
Cody Ceci,30,0,65,2,16,18,12,7,1204,1043,3,157,2,0,0,0,0,15,0,1,2,0,17,0,1,2,0,0.0,0.092,0.736,0.828,0.106,0.796,0.902,0.000,0.000,0.000,0.031,0.246,0.277,79,2.5,66,91,0,0,0.00
T.J. Brodie,33,0,65,0,18,18,26,16,1310,1144,3,162,0,0,0,0,0,18,0,0,4,0,18,0,0,4,0,0.0,0.000,0.761,0.761,0.000,0.871,0.871,0.000,0.000,0.000,0.000,0.277,0.277,38,0.0,34,138,0,0,0.00
Alexei Toropchenko,24,1,67,13,4,17,28,-4,737,679,1,56,11,0,2,1,0,4,0,0,1,0,15,0,2,2,0,0.0,0.948,0.292,1.239,0.870,0.316,1.186,0.000,0.000,0.000,0.194,0.060,0.254,90,14.4,121,40,0,3,0.00
Corey Perry,38,1,37,9,8,17,35,-5,807,678,129,0,7,2,0,2,0,7,1,0,1,0,14,3,0,3,0,17.6,1.084,0.963,2.047,1.004,1.004,2.008,1.502,0.751,2.252,0.243,0.216,0.459,54,16.7,31,11,0,1,0.00
Sean Kuraly,30,1,57,9,8,17,38,-3,812,688,3,120,9,0,0,0,0,7,0,1,1,0,16,0,1,1,0,0.0,0.700,0.622,1.321,0.826,0.642,1.468,0.000,0.000,0.000,0.158,0.140,0.298,85,10.6,146,32,237,263,47.40
Martin Pospisil,24,1,48,7,10,17,78,9,741,711,30,0,7,0,0,1,0,10,0,0,1,0,17,0,0,2,0,0.0,0.708,1.011,1.719,0.738,1.055,1.793,0.000,0.000,0.000,0.146,0.208,0.354,81,8.6,179,20,17,19,47.22
Cal Clutterbuck,36,1,66,5,12,17,28,5,729,606,2,120,5,0,0,0,0,12,0,0,1,0,17,0,0,1,0,0.0,0.374,0.897,1.271,0.449,1.079,1.528,0.000,0.000,0.000,0.076,0.182,0.258,42,11.9,224,46,13,18,41.94
Aaron Ekblad,27,0,47,4,13,17,44,26,1268,998,92,177,3,1,0,1,0,10,3,0,2,0,13,4,0,3,0,23.5,0.242,0.785,1.027,0.230,0.767,0.998,0.831,2.492,3.323,0.085,0.277,0.362,94,4.3,78,55,0,0,0.00
Olli Määttä,29,0,59,4,13,17,12,16,967,912,3,52,4,0,0,0,0,13,0,0,1,0,17,0,0,1,0,0.0,0.252,0.820,1.072,0.268,0.870,1.137,0.000,0.000,0.000,0.068,0.220,0.288,41,9.8,48,85,0,0,0.00
Vladislav Gavrikov,28,0,62,4,13,17,18,2,1240,1078,11,150,4,0,0,0,0,12,0,1,2,0,16,0,1,2,0,0.0,0.187,0.608,0.796,0.215,0.646,0.862,0.000,0.000,0.000,0.065,0.210,0.274,94,4.3,49,84,0,0,0.00
Joel Armia,30,1,51,11,5,16,22,0,902,720,7,174,9,0,2,2,0,5,0,0,0,0,14,0,2,2,0,0.0,0.860,0.391,1.251,0.882,0.490,1.372,0.000,0.000,0.000,0.216,0.098,0.314,100,11.0,32,32,5,9,35.71
Sonny Milano,27,1,35,10,6,16,8,6,743,686,56,0,8,2,0,2,0,6,0,0,3,0,14,2,0,5,0,12.5,1.383,0.830,2.214,1.198,0.898,2.096,3.662,0.000,3.662,0.286,0.171,0.457,33,30.3,14,12,0,0,0.00
Pavel Dorofeyev,23,1,32,9,7,16,6,6,800,736,63,0,9,0,0,0,0,7,0,0,1,0,16,0,0,1,0,0.0,1.265,0.984,2.249,1.374,1.069,2.443,0.000,0.000,0.000,0.281,0.219,0.500,68,13.2,12,16,2,2,50.00
Nic Dowd,33,1,48,8,8,16,34,6,922,770,4,147,8,0,0,2,0,8,0,0,1,0,16,0,0,3,0,0.0,0.650,0.650,1.300,0.779,0.779,1.557,0.000,0.000,0.000,0.167,0.167,0.333,49,16.3,63,60,366,396,48.03
Casey Cizikas,32,1,54,8,8,16,20,-3,809,685,2,121,7,0,1,1,0,8,0,0,0,0,15,0,1,1,0,0.0,0.659,0.659,1.318,0.681,0.778,1.459,0.000,0.000,0.000,0.148,0.148,0.296,58,13.8,108,53,306,274,52.76
Tye Kartye,22,1,61,8,8,16,35,-4,701,694,6,0,8,0,0,0,0,8,0,0,1,0,16,0,0,1,0,0.0,0.673,0.673,1.347,0.679,0.679,1.359,0.000,0.000,0.000,0.131,0.131,0.262,86,9.3,157,19,32,40,44.44
Alexander Romanov,23,0,65,7,9,16,20,19,1281,1143,2,136,7,0,0,0,0,9,0,0,0,0,16,0,0,0,0,0.0,0.302,0.389,0.691,0.339,0.436,0.775,0.000,0.000,0.000,0.108,0.138,0.246,97,7.2,121,135,0,0,0.00
Kent Johnson,21,1,42,6,10,16,10,-2,812,683,129,0,6,0,0,1,1,10,0,0,0,0,16,0,0,1,1,0.0,0.633,1.055,1.688,0.753,1.255,2.008,0.000,0.000,0.000,0.143,0.238,0.381,62,9.7,10,16,8,12,40.00
David Savard,33,0,45,6,10,16,18,-3,1229,1025,5,198,6,0,0,0,0,10,0,0,2,0,16,0,0,2,0,0.0,0.390,0.651,1.041,0.468,0.780,1.248,0.000,0.000,0.000,0.133,0.222,0.356,48,12.5,56,123,0,0,0.00
Nicolas Aube-Kubel,27,1,49,6,10,16,23,8,739,723,2,13,6,0,0,0,0,10,0,0,3,0,16,0,0,3,0,0.0,0.596,0.993,1.589,0.609,1.016,1.625,0.000,0.000,0.000,0.122,0.204,0.327,50,12.0,112,23,6,11,35.29
Radko Gudas,33,0,60,6,10,16,124,12,1163,976,4,182,6,0,0,0,0,9,0,1,2,0,15,0,1,2,0,0.0,0.309,0.515,0.825,0.369,0.553,0.921,0.000,0.000,0.000,0.100,0.167,0.267,83,7.2,214,142,0,0,0.00
Jakob Silfverberg,33,1,66,6,10,16,14,2,759,585,130,43,5,1,0,1,0,7,3,0,1,0,12,4,0,2,0,25.0,0.431,0.718,1.149,0.466,0.652,1.118,0.418,1.255,1.674,0.091,0.152,0.242,89,6.7,14,27,14,20,41.18
Dougie Hamilton,30,0,20,5,11,16,20,-8,1258,1143,100,13,1,4,0,0,0,7,4,0,0,0,8,8,0,0,0,50.0,0.715,1.573,2.288,0.157,1.102,1.259,7.136,7.136,14.272,0.250,0.550,0.800,61,8.2,18,24,0,0,0.00
Ben Chiarot,32,0,62,5,11,16,50,-7,1166,1045,7,114,5,0,0,1,1,11,0,0,1,1,16,0,0,2,2,0.0,0.249,0.547,0.796,0.278,0.611,0.889,0.000,0.000,0.000,0.081,0.177,0.258,85,5.9,129,133,0,0,0.00
Alec Martinez,36,0,45,4,12,16,6,2,1181,1055,46,79,4,0,0,0,0,9,3,0,0,0,13,3,0,0,0,18.8,0.271,0.813,1.084,0.303,0.682,0.986,0.000,5.138,5.138,0.089,0.267,0.356,67,6.0,25,152,0,0,0.00
Mike Reilly,30,0,45,4,12,16,20,-3,996,906,86,3,3,0,1,1,0,9,3,0,3,1,12,3,1,4,1,18.8,0.321,0.964,1.285,0.265,0.795,1.060,0.000,2.764,2.764,0.089,0.267,0.356,90,4.4,41,44,0,0,0.00
Patrick Maroon,35,1,49,4,12,16,60,-11,766,716,49,0,4,0,0,0,0,11,1,0,3,0,15,1,0,3,0,6.3,0.384,1.151,1.534,0.410,1.128,1.538,0.000,1.476,1.476,0.082,0.245,0.327,54,7.4,71,16,12,20,37.50
Nikita Zadorov,28,0,62,4,12,16,96,3,1048,951,7,88,4,0,0,0,0,12,0,0,4,0,16,0,0,4,0,0.0,0.222,0.665,0.886,0.244,0.732,0.976,0.000,0.000,0.000,0.065,0.194,0.258,69,5.8,146,55,0,0,0.00
Braden Schneider,22,0,67,4,12,16,12,-2,915,854,0,60,4,0,0,1,0,12,0,0,4,0,16,0,0,5,0,0.0,0.235,0.704,0.939,0.252,0.755,1.007,0.000,0.000,0.000,0.060,0.179,0.239,71,5.6,127,103,0,0,0.00
Max Pacioretty,35,1,31,3,13,16,14,-7,861,721,140,0,1,2,0,0,0,7,6,0,2,0,8,8,0,2,0,50.0,0.404,1.752,2.156,0.161,1.126,1.287,1.658,4.975,6.633,0.097,0.419,0.516,67,4.5,43,10,4,9,30.77
Samuel Girard,25,0,47,3,13,16,6,-1,1172,1002,51,118,3,0,0,0,0,12,1,0,1,0,15,1,0,1,0,6.3,0.196,0.849,1.045,0.229,0.917,1.146,0.000,1.496,1.496,0.064,0.277,0.340,62,4.8,59,87,0,0,0.00
Calen Addison,23,0,56,1,15,16,30,-26,1041,885,153,1,1,0,0,0,0,7,8,0,1,0,8,8,0,1,0,50.0,0.062,0.926,0.988,0.073,0.508,0.581,0.000,3.340,3.340,0.018,0.268,0.286,71,1.4,30,68,0,0,0.00
Dylan Samberg,24,0,65,1,15,16,39,13,932,804,0,127,1,0,0,0,0,13,1,1,5,0,14,1,1,5,0,6.3,0.059,0.891,0.951,0.069,0.895,0.964,0.000,138.462,138.462,0.015,0.231,0.246,68,1.5,52,93,0,0,0.00
Dmitri Kulikov,33,0,64,0,16,16,59,9,982,853,3,125,0,0,0,0,0,14,0,2,2,0,14,0,2,2,0,0.0,0.000,0.916,0.916,0.000,0.923,0.923,0.000,0.000,0.000,0.000,0.250,0.250,61,0.0,121,70,0,0,0.00
Connor Dewar,24,1,60,10,5,15,22,-5,681,548,7,125,9,0,1,0,0,5,0,0,2,0,14,0,1,2,0,0.0,0.880,0.440,1.320,0.984,0.547,1.531,0.000,0.000,0.000,0.167,0.083,0.250,60,16.7,100,29,187,211,46.98
Craig Smith,34,1,63,9,6,15,25,1,613,604,4,4,9,0,0,2,0,6,0,0,2,0,15,0,0,4,0,0.0,0.838,0.559,1.397,0.851,0.567,1.419,0.000,0.000,0.000,0.143,0.095,0.238,98,9.2,43,24,1,3,25.00
Kailer Yamamoto,25,1,53,7,8,15,16,-6,713,578,130,4,5,2,0,2,0,4,4,0,0,0,9,6,0,2,0,40.0,0.667,0.762,1.429,0.587,0.470,1.057,1.043,2.086,3.130,0.132,0.151,0.283,53,13.2,25,17,26,46,36.11
Radek Faksa,29,1,61,6,9,15,16,1,753,625,3,124,4,0,2,1,0,7,0,2,1,0,11,0,4,2,0,0.0,0.470,0.705,1.175,0.378,0.661,1.039,0.000,0.000,0.000,0.098,0.148,0.246,56,10.7,81,38,232,187,55.37
Matthew Poitras,19,1,33,5,10,15,6,4,803,748,54,1,5,0,0,1,0,9,1,0,2,0,14,1,0,3,0,6.7,0.679,1.357,2.036,0.729,1.312,2.040,0.000,2.017,2.017,0.152,0.303,0.455,40,12.5,17,15,111,143,43.70
Michael Kesselring,23,0,51,5,10,15,51,5,906,889,3,13,5,0,0,2,0,10,0,0,0,0,15,0,0,2,0,0.0,0.389,0.779,1.168,0.397,0.793,1.190,0.000,0.000,0.000,0.098,0.196,0.294,58,8.6,82,41,0,0,0.00
Jonny Brodzinski,30,1,46,4,11,15,8,-1,678,618,60,0,3,1,0,1,0,10,1,0,3,0,13,2,0,4,0,13.3,0.461,1.269,1.730,0.380,1.266,1.646,1.302,1.302,2.605,0.087,0.239,0.326,72,5.6,24,21,139,137,50.36
Kaiden Guhle,21,0,63,4,11,15,54,-14,1259,1126,13,119,4,0,0,1,1,11,0,0,0,0,15,0,0,1,1,0.0,0.181,0.499,0.681,0.203,0.558,0.761,0.000,0.000,0.000,0.063,0.175,0.238,87,4.6,103,166,0,0,0.00
Jan Rutta,33,0,56,3,12,15,36,-13,1172,991,7,173,3,0,0,1,0,10,0,2,1,1,13,0,2,2,1,0.0,0.165,0.658,0.823,0.195,0.648,0.843,0.000,0.000,0.000,0.054,0.214,0.268,56,5.4,58,90,0,0,0.00
Erik Brännström,24,0,59,3,12,15,30,3,969,856,18,94,3,0,0,0,0,11,0,1,0,0,14,0,1,0,0,0.0,0.189,0.756,0.945,0.214,0.784,0.997,0.000,0.000,0.000,0.051,0.203,0.254,59,5.1,25,84,0,0,0.00
Henri Jokiharju,24,0,60,3,12,15,18,14,1130,1067,17,44,3,0,0,1,1,11,0,1,1,0,14,0,1,2,1,0.0,0.159,0.637,0.796,0.169,0.618,0.787,0.000,0.000,0.000,0.050,0.200,0.250,69,4.4,76,85,0,0,0.00
Christian Fischer,26,1,64,3,12,15,32,6,660,615,3,41,2,0,1,0,0,12,0,0,1,0,14,0,1,1,0,0.0,0.256,1.023,1.278,0.183,1.096,1.279,0.000,0.000,0.000,0.047,0.188,0.234,69,4.4,109,26,86,123,41.15
Jack Johnson,36,0,66,3,12,15,36,16,893,834,1,57,3,0,0,0,0,12,0,0,2,0,15,0,0,2,0,0.0,0.183,0.733,0.916,0.196,0.784,0.980,0.000,0.000,0.000,0.045,0.182,0.227,61,4.9,65,79,0,0,0.00
Nils Lundkvist,23,0,46,2,13,15,16,10,896,827,68,0,2,0,0,0,0,11,2,0,1,0,13,2,0,1,0,13.3,0.175,1.135,1.309,0.189,1.040,1.229,0.000,2.302,2.302,0.043,0.283,0.326,60,3.3,32,30,0,0,0.00
Christopher Tanev,34,0,62,2,13,15,18,18,1177,1025,3,149,2,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0.0,0.099,0.641,0.739,0.113,0.736,0.850,0.000,0.000,0.000,0.032,0.210,0.242,48,4.2,30,178,0,0,0.00
Ryan Suter,38,0,69,2,13,15,26,9,1153,1075,5,73,2,0,0,1,0,12,0,1,0,0,14,0,1,1,0,0.0,0.090,0.588,0.678,0.097,0.582,0.679,0.000,0.000,0.000,0.029,0.188,0.217,86,2.3,74,97,0,0,0.00
Michael Anderson,24,0,59,1,14,15,14,16,1257,1104,1,151,1,0,0,0,0,13,0,1,2,0,14,0,1,2,0,0.0,0.049,0.679,0.728,0.055,0.718,0.773,0.000,0.000,0.000,0.017,0.237,0.254,74,1.4,98,107,0,0,0.00
Mario Ferraro,25,0,62,1,14,15,30,-30,1376,1160,23,191,1,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0.0,0.042,0.591,0.633,0.050,0.701,0.751,0.000,0.000,0.000,0.016,0.226,0.242,103,1.0,100,168,0,0,0.00
Dominik Kubalik,28,1,61,10,4,14,17,-23,747,627,120,0,7,3,0,2,0,4,0,0,0,0,11,3,0,2,0,21.4,0.789,0.316,1.105,0.659,0.376,1.035,1.468,0.000,1.468,0.164,0.066,0.230,76,13.2,40,16,14,18,43.75
Yakov Trenin,26,1,64,10,4,14,38,11,903,783,9,109,10,0,0,2,0,3,0,1,0,0,13,0,1,2,0,0.0,0.623,0.249,0.872,0.718,0.215,0.933,0.000,0.000,0.000,0.156,0.063,0.219,101,9.9,184,29,41,45,47.67
Morgan Barron,25,1,65,10,4,14,12,6,636,538,2,94,10,0,0,3,0,3,1,0,0,0,13,1,0,3,0,7.1,0.870,0.348,1.219,1.028,0.308,1.336,0.000,22.785,22.785,0.154,0.062,0.215,82,12.2,97,40,26,37,41.27
Kevin Stenlund,27,1,67,10,4,14,56,-7,753,588,12,152,9,0,1,3,0,4,0,0,0,0,13,0,1,3,0,0.0,0.713,0.285,0.999,0.821,0.365,1.186,0.000,0.000,0.000,0.149,0.060,0.209,66,15.2,63,40,377,334,53.02
Luke Kunin,26,1,61,8,6,14,53,-26,925,758,49,117,6,2,0,1,0,3,3,0,0,0,9,5,0,1,0,35.7,0.510,0.383,0.893,0.467,0.233,0.700,2.406,3.608,6.014,0.131,0.098,0.230,80,10.0,124,49,131,183,41.72
Hendrix Lapierre,21,1,35,7,7,14,4,-1,638,597,40,0,7,0,0,1,0,7,0,0,1,0,14,0,0,2,0,0.0,1.127,1.127,2.254,1.204,1.204,2.409,0.000,0.000,0.000,0.200,0.200,0.400,36,19.4,14,20,71,101,41.28
Victor Olofsson,28,1,41,6,8,14,4,2,723,627,95,0,5,1,0,1,0,6,2,0,0,0,11,3,0,1,0,21.4,0.728,0.971,1.699,0.700,0.840,1.539,0.917,1.834,2.752,0.146,0.195,0.341,54,11.1,17,9,0,2,0.00
Emil Bemström,24,1,44,6,8,14,12,-8,732,636,94,1,2,4,0,0,0,7,1,0,2,0,9,5,0,2,0,35.7,0.670,0.894,1.564,0.257,0.899,1.156,3.479,0.870,4.349,0.136,0.182,0.318,72,8.3,33,29,6,9,40.00
Arthur Kaliyev,22,1,47,6,8,14,14,-2,746,652,94,0,3,3,0,0,0,7,1,0,1,0,10,4,0,1,0,28.6,0.616,0.821,1.437,0.352,0.822,1.175,2.435,0.812,3.246,0.128,0.170,0.298,96,6.3,31,14,0,1,0.00
David Kämpf,28,1,62,6,8,14,16,-2,800,658,4,137,6,0,0,1,0,8,0,0,0,0,14,0,0,1,0,0.0,0.435,0.581,1.016,0.529,0.706,1.235,0.000,0.000,0.000,0.097,0.129,0.226,63,9.5,68,20,369,348,51.46
Max Jones,25,1,48,5,9,14,31,-6,725,675,49,0,5,0,0,0,0,8,1,0,0,0,13,1,0,0,0,7.1,0.517,0.931,1.448,0.555,0.888,1.443,0.000,1.527,1.527,0.104,0.188,0.292,71,7.0,122,11,5,9,35.71
Anthony Beauvillier,26,1,49,4,10,14,6,-4,839,764,74,1,3,1,0,0,0,8,2,0,1,1,11,3,0,1,1,21.4,0.350,0.875,1.225,0.288,0.769,1.058,0.986,1.973,2.959,0.082,0.204,0.286,82,4.9,44,27,39,35,52.70
Brandon Carlo,27,0,64,4,10,14,38,20,1210,1017,2,191,4,0,0,1,0,10,0,0,2,0,14,0,0,3,0,0.0,0.186,0.465,0.650,0.221,0.553,0.774,0.000,0.000,0.000,0.063,0.156,0.219,67,6.0,123,114,0,0,0.00
Valtteri Puustinen,24,1,36,3,11,14,4,2,729,618,110,0,3,0,0,0,0,9,2,0,0,0,12,2,0,0,0,14.3,0.411,1.508,1.920,0.485,1.455,1.940,0.000,1.808,1.808,0.083,0.306,0.389,65,4.6,22,19,1,2,33.33
Juuso Välimäki,25,0,54,2,12,14,8,2,1109,1009,69,29,2,0,0,0,0,8,4,0,1,0,10,4,0,1,0,28.6,0.120,0.721,0.842,0.132,0.528,0.660,0.000,3.839,3.839,0.037,0.222,0.259,54,3.7,50,62,0,0,0.00
Alex Vlasic,22,0,61,2,12,14,34,-7,1289,1093,53,142,2,0,0,1,0,10,2,0,3,1,12,2,0,4,1,14.3,0.092,0.549,0.641,0.108,0.539,0.647,0.000,2.190,2.190,0.033,0.197,0.230,58,3.5,47,112,0,0,0.00
Connor Clifton,28,0,65,2,12,14,67,11,995,875,1,118,2,0,0,1,0,12,0,0,2,0,14,0,0,3,0,0.0,0.111,0.668,0.779,0.126,0.759,0.885,0.000,0.000,0.000,0.031,0.185,0.215,67,3.0,173,93,0,0,0.00
Scott Perunovich,25,0,41,0,14,14,6,-3,885,741,142,0,0,0,0,0,0,8,6,0,3,0,8,6,0,3,0,42.9,0.000,1.389,1.389,0.000,0.947,0.947,0.000,3.688,3.688,0.000,0.341,0.341,28,0.0,24,41,0,0,0.00
Kaapo Kakko,22,1,46,9,4,13,14,4,804,725,78,0,8,1,0,2,0,4,0,0,1,0,12,1,0,3,0,7.7,0.875,0.389,1.264,0.862,0.431,1.294,0.997,0.000,0.997,0.196,0.087,0.283,63,14.3,19,14,6,5,54.55
Trevor Lewis,36,1,67,7,6,13,20,3,679,569,2,106,6,0,1,2,0,4,1,1,0,0,10,1,2,2,0,7.7,0.554,0.475,1.028,0.566,0.377,0.943,0.000,19.251,19.251,0.104,0.090,0.194,112,6.3,69,47,106,152,41.09
Parker Kelly,24,1,63,6,7,13,20,-8,670,537,6,126,4,0,2,0,0,6,0,1,1,0,10,0,3,1,0,0.0,0.511,0.596,1.107,0.426,0.638,1.064,0.000,0.000,0.000,0.095,0.111,0.206,63,9.5,135,53,8,28,22.22
Jeremy Lauzon,26,0,68,6,7,13,90,0,1101,952,3,144,6,0,0,0,0,7,0,0,1,0,13,0,0,1,0,0.0,0.288,0.337,0.625,0.333,0.389,0.722,0.000,0.000,0.000,0.088,0.103,0.191,89,6.7,327,97,0,0,0.00
Brett Howden,25,1,56,5,8,13,31,-10,789,704,4,79,3,0,2,0,0,8,0,0,1,0,11,0,2,1,0,0.0,0.407,0.652,1.059,0.274,0.730,1.003,0.000,0.000,0.000,0.089,0.143,0.232,59,8.5,65,42,136,158,46.26
Pontus Holmberg,24,1,38,4,9,13,14,5,667,624,9,34,4,0,0,0,0,9,0,0,1,0,13,0,0,1,0,0.0,0.568,1.278,1.845,0.607,1.366,1.973,0.000,0.000,0.000,0.105,0.237,0.342,38,10.5,28,28,50,46,52.08
Frederick Gaudreau,30,1,55,4,9,13,10,-16,839,657,82,99,2,2,0,1,0,4,5,0,3,0,6,7,0,4,0,53.8,0.312,0.702,1.013,0.199,0.398,0.597,1.580,3.949,5.529,0.073,0.164,0.236,88,4.6,19,39,232,233,49.89
Jacob Bernard-Docker,23,0,56,4,9,13,21,-1,933,843,3,87,4,0,0,0,0,9,0,0,2,0,13,0,0,2,0,0.0,0.275,0.620,0.895,0.305,0.686,0.991,0.000,0.000,0.000,0.071,0.161,0.232,42,9.5,46,117,0,0,0.00
Noah Cates,24,1,46,3,10,13,0,-6,833,689,38,105,3,0,0,1,0,8,0,2,2,0,11,0,2,3,0,0.0,0.282,0.939,1.221,0.341,0.908,1.249,0.000,0.000,0.000,0.065,0.217,0.283,58,5.2,29,29,125,160,43.86
Conor Sheary,31,1,49,3,10,13,8,-4,658,623,14,20,3,0,0,0,0,10,0,0,3,0,13,0,0,3,0,0.0,0.335,1.116,1.451,0.354,1.179,1.532,0.000,0.000,0.000,0.061,0.204,0.265,43,7.0,17,32,1,2,33.33
Brett Kulak,29,0,65,3,10,13,24,8,910,858,2,49,3,0,0,1,0,10,0,0,1,0,13,0,0,2,0,0.0,0.182,0.608,0.790,0.193,0.645,0.838,0.000,0.000,0.000,0.046,0.154,0.200,71,4.2,57,64,0,0,0.00
Ryan Graves,28,0,66,3,10,13,30,10,1116,992,0,122,3,0,0,1,0,10,0,0,1,0,13,0,0,2,0,0.0,0.147,0.489,0.635,0.165,0.549,0.714,0.000,0.000,0.000,0.045,0.152,0.197,74,4.1,66,130,0,0,0.00
Peyton Krebs,22,1,66,3,10,13,57,2,754,693,32,28,3,0,0,2,0,10,0,0,2,0,13,0,0,4,0,0.0,0.217,0.723,0.940,0.236,0.787,1.023,0.000,0.000,0.000,0.045,0.152,0.197,63,4.8,69,22,233,259,47.36
Niko Mikkola,27,0,68,3,10,13,50,7,1193,1053,2,137,3,0,0,0,0,9,0,1,1,0,12,0,1,1,0,0.0,0.133,0.443,0.576,0.151,0.452,0.603,0.000,0.000,0.000,0.044,0.147,0.191,82,3.7,163,107,0,0,0.00
Jeff Carter,38,1,60,9,3,12,12,-8,743,564,104,74,5,3,1,4,0,3,0,0,2,0,8,3,1,6,0,25.0,0.726,0.242,0.968,0.531,0.319,0.850,1.723,0.000,1.723,0.150,0.050,0.200,76,11.8,67,26,182,107,62.98
Sam Carrick,31,1,65,9,3,12,95,-12,745,551,40,153,6,1,2,0,0,3,0,0,0,0,9,1,2,0,0,8.3,0.669,0.223,0.891,0.602,0.301,0.903,1.362,0.000,1.362,0.138,0.046,0.185,79,11.4,145,30,343,320,51.73
Juuso Pärssinen,22,1,44,8,4,12,12,-6,875,788,83,3,6,2,0,0,0,3,1,0,0,0,9,3,0,0,0,25.0,0.747,0.374,1.121,0.622,0.311,0.934,1.950,0.975,2.924,0.182,0.091,0.273,54,14.8,62,15,78,130,37.50
Carl Grundström,26,1,50,8,4,12,12,-2,656,629,6,19,6,1,1,1,0,4,0,0,0,0,10,1,1,1,0,8.3,0.878,0.439,1.317,0.686,0.457,1.144,10.876,0.000,10.876,0.160,0.080,0.240,95,8.4,115,16,2,8,20.00
Garnet Hathaway,32,1,68,7,5,12,118,-7,715,617,6,91,6,0,1,1,0,3,0,2,2,0,9,0,3,3,0,0.0,0.518,0.370,0.888,0.514,0.257,0.771,0.000,0.000,0.000,0.103,0.074,0.176,85,8.2,267,53,16,6,72.73
Justin Barron,22,0,41,6,6,12,16,-4,1127,997,81,47,5,1,0,1,1,6,0,0,1,0,11,1,0,2,1,8.3,0.467,0.467,0.935,0.440,0.528,0.968,1.076,0.000,1.076,0.146,0.146,0.293,51,11.8,52,51,0,0,0.00
Tanner Jeannot,26,1,42,6,6,12,61,-11,745,679,66,0,5,1,0,0,0,5,1,0,0,0,10,2,0,0,0,16.7,0.689,0.689,1.379,0.631,0.631,1.262,1.291,1.291,2.582,0.143,0.143,0.286,52,11.5,164,20,21,32,39.62
